province_code,province_name,sector_code,sector_name,sector_category,year,employed_thousands,avg_annual_salary_cad,unemployment_rate_pct,part_time_pct
NU,Nunavut,PS-LOCAL,Local government,Public Administration,2014,2.08,73000.0,4.8,28.0
NU,Nunavut,PS-LOCAL,Local government,Public Administration,2015,2.08,78357.0,3.8,12.4
NU,Nunavut,PS-LOCAL,Local government,Public Administration,2016,2.2,76315.0,8.2,27.0
NU,Nunavut,PS-LOCAL,Local government,Public Administration,2017,2.19,83492.0,5.0,13.0
NU,Nunavut,PS-LOCAL,Local government,Public Administration,2018,2.16,85619.0,3.9,17.0
NU,Nunavut,PS-LOCAL,Local government,Public Administration,2019,2.24,86159.0,7.0,24.8
NU,Nunavut,PS-LOCAL,Local government,Public Administration,2020,2.1,89324.0,5.5,25.6
NU,Nunavut,PS-LOCAL,Local government,Public Administration,2021,2.3,85461.0,8.2,16.4
NU,Nunavut,PS-LOCAL,Local government,Public Administration,2022,2.32,89676.0,5.3,17.6
NU,Nunavut,PS-LOCAL,Local government,Public Administration,2023,2.32,94041.0,5.0,20.3
NU,Nunavut,PS-HLTH,Health care and social assistance (public),Health & Social,2010,4.1,70941.0,4.3,13.7
NU,Nunavut,PS-HLTH,Health care and social assistance (public),Health & Social,2011,4.1,73107.0,7.5,21.4
NU,Nunavut,PS-HLTH,Health care and social assistance (public),Health & Social,2012,4.18,75242.0,3.7,13.9
NU,Nunavut,PS-HLTH,Health care and social assistance (public),Health & Social,2013,4.23,79772.0,6.0,17.7
NU,Nunavut,PS-HLTH,Health care and social assistance (public),Health & Social,2014,4.39,83632.0,6.9,22.7
NU,Nunavut,PS-HLTH,Health care and social assistance (public),Health & Social,2015,4.61,79652.0,6.4,21.5
NU,Nunavut,PS-HLTH,Health care and social assistance (public),Health & Social,2016,4.71,82481.0,7.0,22.4
NU,Nunavut,PS-HLTH,Health care and social assistance (public),Health & Social,2017,4.77,84315.0,8.0,12.6
NU,Nunavut,PS-HLTH,Health care and social assistance (public),Health & Social,2018,4.92,88889.0,6.0,18.8
NU,Nunavut,PS-HLTH,Health care and social assistance (public),Health & Social,2019,5.01,91402.0,5.8,27.3
NU,Nunavut,PS-HLTH,Health care and social assistance (public),Health & Social,2020,5.4,100706.0,8.1,20.9
NU,Nunavut,PS-HLTH,Health care and social assistance (public),Health & Social,2021,5.62,91611.0,6.2,27.1
NU,Nunavut,PS-HLTH,Health care and social assistance (public),Health & Social,2022,5.43,96326.0,4.2,23.2
NU,Nunavut,PS-HLTH,Health care and social assistance (public),Health & Social,2023,5.59,98771.0,7.2,26.8
NU,Nunavut,PS-EDU,Educational services (public),Education,2010,3.03,71386.0,7.0,22.4
NU,Nunavut,PS-EDU,Educational services (public),Education,2011,3.08,78974.0,6.1,26.5
NU,Nunavut,PS-EDU,Educational services (public),Education,2012,3.09,77204.0,6.1,16.0
NU,Nunavut,PS-EDU,Educational services (public),Education,2013,3.14,76198.0,6.8,14.1
NU,Nunavut,PS-EDU,Educational services (public),Education,2014,3.17,82173.0,5.0,15.7
NU,Nunavut,PS-EDU,Educational services (public),Education,2015,3.15,83969.0,3.8,25.6
NU,Nunavut,PS-EDU,Educational services (public),Education,2016,3.32,83146.0,6.8,18.4
NU,Nunavut,PS-EDU,Educational services (public),Education,2017,3.34,90594.0,3.9,26.1
NU,Nunavut,PS-EDU,Educational services (public),Education,2018,3.4,93644.0,6.3,20.9
NU,Nunavut,PS-EDU,Educational services (public),Education,2019,3.29,91918.0,6.3,17.3
NU,Nunavut,PS-EDU,Educational services (public),Education,2020,3.21,95845.0,6.5,16.2
NU,Nunavut,PS-EDU,Educational services (public),Education,2021,3.56,99840.0,5.3,26.1
NU,Nunavut,PS-EDU,Educational services (public),Education,2022,3.57,101784.0,7.3,17.2
NU,Nunavut,PS-EDU,Educational services (public),Education,2023,3.56,98807.0,6.3,12.0
NU,Nunavut,PS-UTIL,Utilities (public),Utilities,2010,0.99,89651.0,7.4,27.0
NU,Nunavut,PS-UTIL,Utilities (public),Utilities,2011,1.0,90811.0,7.5,19.2
NU,Nunavut,PS-UTIL,Utilities (public),Utilities,2012,1.0,92251.0,4.9,24.0
NU,Nunavut,PS-UTIL,Utilities (public),Utilities,2013,1.0,90362.0,5.0,17.0
NU,Nunavut,PS-UTIL,Utilities (public),Utilities,2014,0.99,94817.0,5.7,20.8
NU,Nunavut,PS-UTIL,Utilities (public),Utilities,2015,1.02,96864.0,5.7,25.2
NU,Nunavut,PS-UTIL,Utilities (public),Utilities,2016,1.01,103275.0,6.3,19.1
NU,Nunavut,PS-UTIL,Utilities (public),Utilities,2017,1.04,99848.0,6.3,23.2
NU,Nunavut,PS-UTIL,Utilities (public),Utilities,2018,1.05,108807.0,6.0,21.4
NU,Nunavut,PS-UTIL,Utilities (public),Utilities,2019,1.03,102662.0,6.6,14.1
NU,Nunavut,PS-UTIL,Utilities (public),Utilities,2020,1.01,108910.0,7.3,18.3
NU,Nunavut,PS-UTIL,Utilities (public),Utilities,2021,1.06,115937.0,6.4,12.0
NU,Nunavut,PS-UTIL,Utilities (public),Utilities,2022,1.03,122129.0,6.3,19.9
NU,Nunavut,PS-UTIL,Utilities (public),Utilities,2023,1.05,122695.0,4.9,27.3
NU,Nunavut,PS-TRANS,Transportation and warehousing (public),Transportation,2010,1.01,66629.0,8.4,26.7
NU,Nunavut,PS-TRANS,Transportation and warehousing (public),Transportation,2011,1.01,68996.0,4.4,20.7
NU,Nunavut,PS-TRANS,Transportation and warehousing (public),Transportation,2012,1.02,72917.0,7.8,13.8
NU,Nunavut,PS-TRANS,Transportation and warehousing (public),Transportation,2013,1.02,75527.0,5.7,13.7
NU,Nunavut,PS-TRANS,Transportation and warehousing (public),Transportation,2014,1.03,76290.0,5.9,12.8
NU,Nunavut,PS-TRANS,Transportation and warehousing (public),Transportation,2015,1.04,75441.0,4.3,23.3
NU,Nunavut,PS-TRANS,Transportation and warehousing (public),Transportation,2016,1.06,84739.0,6.5,14.5
NU,Nunavut,PS-TRANS,Transportation and warehousing (public),Transportation,2017,1.04,82639.0,6.2,26.2
NU,Nunavut,PS-TRANS,Transportation and warehousing (public),Transportation,2018,1.04,81924.0,5.9,19.7
NU,Nunavut,PS-TRANS,Transportation and warehousing (public),Transportation,2019,1.11,90994.0,7.8,25.8
NU,Nunavut,PS-TRANS,Transportation and warehousing (public),Transportation,2020,1.03,85452.0,6.1,16.7
NU,Nunavut,PS-TRANS,Transportation and warehousing (public),Transportation,2021,1.12,88239.0,8.1,22.0
NU,Nunavut,PS-TRANS,Transportation and warehousing (public),Transportation,2022,1.1,97356.0,6.0,26.5
NU,Nunavut,PS-TRANS,Transportation and warehousing (public),Transportation,2023,1.12,99318.0,7.6,25.8
NU,Nunavut,PS-DEF,Defence and security services,Public Administration,2010,0.0,85847.0,5.0,24.2
NU,Nunavut,PS-DEF,Defence and security services,Public Administration,2011,0.0,82968.0,5.7,17.2
NU,Nunavut,PS-DEF,Defence and security services,Public Administration,2012,0.0,92067.0,4.8,23.9
NU,Nunavut,PS-DEF,Defence and security services,Public Administration,2013,0.0,89831.0,7.5,18.4
NU,Nunavut,PS-DEF,Defence and security services,Public Administration,2014,0.0,94489.0,7.5,18.2
NU,Nunavut,PS-DEF,Defence and security services,Public Administration,2015,0.0,94522.0,5.0,24.9
NU,Nunavut,PS-DEF,Defence and security services,Public Administration,2016,0.0,98907.0,3.9,12.7
NU,Nunavut,PS-DEF,Defence and security services,Public Administration,2017,0.0,100918.0,5.7,16.6
NU,Nunavut,PS-DEF,Defence and security services,Public Administration,2018,0.0,102384.0,4.6,27.0
NU,Nunavut,PS-DEF,Defence and security services,Public Administration,2019,0.0,103922.0,4.7,15.2
NU,Nunavut,PS-DEF,Defence and security services,Public Administration,2020,0.0,108768.0,5.1,21.8
NU,Nunavut,PS-DEF,Defence and security services,Public Administration,2021,0.0,115377.0,7.0,17.8
NU,Nunavut,PS-DEF,Defence and security services,Public Administration,2022,0.0,114568.0,8.3,21.9
NU,Nunavut,PS-DEF,Defence and security services,Public Administration,2023,0.0,118793.0,7.7,22.7
ON,Ontario,PS-FED,Federal government,Public Administration,2010,110.58,91575.0,6.9,22.3
ON,Ontario,PS-FED,Federal government,Public Administration,2011,109.47,98842.0,8.3,21.6
ON,Ontario,PS-FED,Federal government,Public Administration,2012,112.05,94504.0,3.8,25.2
ON,Ontario,PS-FED,Federal government,Public Administration,2013,108.8,101829.0,6.2,16.4
ON,Ontario,PS-FED,Federal government,Public Administration,2014,112.91,103321.0,4.4,12.8
ON,Ontario,PS-FED,Federal government,Public Administration,2015,112.97,100167.0,5.4,16.0
ON,Ontario,PS-FED,Federal government,Public Administration,2016,116.19,108988.0,4.6,16.9
ON,Ontario,PS-FED,Federal government,Public Administration,2017,115.36,111740.0,3.9,14.5
ON,Ontario,PS-FED,Federal government,Public Administration,2018,114.35,110047.0,4.6,26.5
ON,Ontario,PS-FED,Federal government,Public Administration,2019,115.37,116817.0,4.7,18.7
ON,Ontario,PS-FED,Federal government,Public Administration,2020,121.5,118045.0,5.4,21.2
ON,Ontario,PS-FED,Federal government,Public Administration,2021,120.91,117005.0,5.0,17.5
ON,Ontario,PS-FED,Federal government,Public Administration,2022,115.83,123546.0,5.1,21.1
ON,Ontario,PS-FED,Federal government,Public Administration,2023,118.16,125390.0,7.2,14.7
ON,Ontario,PS-PROV,Provincial and territorial government,Public Administration,2010,317.26,73847.0,4.4,13.5
ON,Ontario,PS-PROV,Provincial and territorial government,Public Administration,2011,334.92,76617.0,6.6,18.1
ON,Ontario,PS-PROV,Provincial and territorial government,Public Administration,2012,330.38,77898.0,4.0,20.7
ON,Ontario,PS-PROV,Provincial and territorial government,Public Administration,2013,329.5,85623.0,5.0,12.8
ON,Ontario,PS-PROV,Provincial and territorial government,Public Administration,2014,330.68,81312.0,6.4,22.9
ON,Ontario,PS-PROV,Provincial and territorial government,Public Administration,2015,332.79,89172.0,5.2,22.7
ON,Ontario,PS-PROV,Provincial and territorial government,Public Administration,2016,336.49,88059.0,7.8,24.1
ON,Ontario,PS-PROV,Provincial and territorial government,Public Administration,2017,353.49,92846.0,7.8,25.3
ON,Ontario,PS-PROV,Provincial and territorial government,Public Administration,2018,349.79,97108.0,8.2,19.6
ON,Ontario,PS-PROV,Provincial and territorial government,Public Administration,2019,349.31,96910.0,7.8,18.9
ON,Ontario,PS-PROV,Provincial and territorial government,Public Administration,2020,349.96,100558.0,8.3,16.0
ON,Ontario,PS-PROV,Provincial and territorial government,Public Administration,2021,369.5,102065.0,8.2,26.5
ON,Ontario,PS-PROV,Provincial and territorial government,Public Administration,2022,352.59,109380.0,4.3,27.6
ON,Ontario,PS-PROV,Provincial and territorial government,Public Administration,2023,364.47,112135.0,7.5,19.1
ON,Ontario,PS-LOCAL,Local government,Public Administration,2010,212.27,69272.0,7.8,20.2
ON,Ontario,PS-LOCAL,Local government,Public Administration,2011,218.63,67804.0,4.8,26.0
ON,Ontario,PS-LOCAL,Local government,Public Administration,2012,216.37,70522.0,3.9,20.2
ON,Ontario,PS-LOCAL,Local government,Public Administration,2013,212.49,73250.0,5.8,17.5
ON,Ontario,PS-LOCAL,Local government,Public Administration,2014,220.72,76158.0,8.1,14.6
ON,Ontario,PS-LOCAL,Local government,Public Administration,2015,216.44,73794.0,3.9,16.0
ON,Ontario,PS-LOCAL,Local government,Public Administration,2016,227.65,77234.0,6.1,17.4
ON,Ontario,PS-LOCAL,Local government,Public Administration,2017,230.21,81162.0,8.2,27.4
ON,Ontario,PS-LOCAL,Local government,Public Administration,2018,231.96,79837.0,7.5,19.9
ON,Ontario,PS-LOCAL,Local government,Public Administration,2019,238.53,86753.0,7.3,27.4
ON,Ontario,PS-LOCAL,Local government,Public Administration,2020,220.08,90396.0,8.2,15.6
ON,Ontario,PS-LOCAL,Local government,Public Administration,2021,241.24,86379.0,8.3,14.0
ON,Ontario,PS-LOCAL,Local government,Public Administration,2022,239.08,89419.0,4.6,17.2
ON,Ontario,PS-LOCAL,Local government,Public Administration,2023,244.37,93237.0,6.3,22.4
ON,Ontario,PS-HLTH,Health care and social assistance (public),Health & Social,2010,418.25,73016.0,5.6,16.4
ON,Ontario,PS-HLTH,Health care and social assistance (public),Health & Social,2011,431.02,72069.0,5.1,14.9
ON,Ontario,PS-HLTH,Health care and social assistance (public),Health & Social,2012,444.21,76678.0,6.8,22.1
ON,Ontario,PS-HLTH,Health care and social assistance (public),Health & Social,2013,457.02,79711.0,6.3,14.2
ON,Ontario,PS-HLTH,Health care and social assistance (public),Health & Social,2014,473.25,80019.0,5.7,18.2
ON,Ontario,PS-HLTH,Health care and social assistance (public),Health & Social,2015,476.95,79663.0,6.9,25.5
ON,Ontario,PS-HLTH,Health care and social assistance (public),Health & Social,2016,484.33,83676.0,6.2,12.5
ON,Ontario,PS-HLTH,Health care and social assistance (public),Health & Social,2017,510.81,83857.0,4.9,17.2
ON,Ontario,PS-HLTH,Health care and social assistance (public),Health & Social,2018,505.91,83229.0,5.9,21.9
ON,Ontario,PS-HLTH,Health care and social assistance (public),Health & Social,2019,521.64,85422.0,5.0,19.0
ON,Ontario,PS-HLTH,Health care and social assistance (public),Health & Social,2020,569.62,91386.0,7.5,16.5
ON,Ontario,PS-HLTH,Health care and social assistance (public),Health & Social,2021,590.4,93826.0,6.8,21.7
ON,Ontario,PS-HLTH,Health care and social assistance (public),Health & Social,2022,563.63,93137.0,7.0,15.8
ON,Ontario,PS-HLTH,Health care and social assistance (public),Health & Social,2023,575.12,101514.0,4.9,17.9
ON,Ontario,PS-EDU,Educational services (public),Education,2010,299.71,77632.0,4.6,24.9
ON,Ontario,PS-EDU,Educational services (public),Education,2011,308.74,78606.0,3.9,19.5
ON,Ontario,PS-EDU,Educational services (public),Education,2012,311.02,80088.0,5.2,27.2
ON,Ontario,PS-EDU,Educational services (public),Education,2013,309.44,81881.0,4.8,21.9
ON,Ontario,PS-EDU,Educational services (public),Education,2014,320.2,78185.0,4.5,13.8
ON,Ontario,PS-EDU,Educational services (public),Education,2015,332.03,81761.0,5.6,12.0
ON,Ontario,PS-EDU,Educational services (public),Education,2016,336.8,85691.0,5.6,23.5
ON,Ontario,PS-EDU,Educational services (public),Education,2017,331.08,91083.0,5.8,27.6
ON,Ontario,PS-EDU,Educational services (public),Education,2018,341.09,86831.0,7.7,26.9
ON,Ontario,PS-EDU,Educational services (public),Education,2019,342.76,92768.0,6.8,20.3
ON,Ontario,PS-EDU,Educational services (public),Education,2020,321.88,98837.0,6.6,17.0
ON,Ontario,PS-EDU,Educational services (public),Education,2021,361.3,98115.0,4.5,14.3
ON,Ontario,PS-EDU,Educational services (public),Education,2022,357.05,99272.0,6.2,18.0
ON,Ontario,PS-EDU,Educational services (public),Education,2023,361.75,101118.0,7.9,20.8
ON,Ontario,PS-UTIL,Utilities (public),Utilities,2010,56.29,87207.0,5.9,25.8
ON,Ontario,PS-UTIL,Utilities (public),Utilities,2011,55.11,89630.0,5.0,20.3
ON,Ontario,PS-UTIL,Utilities (public),Utilities,2012,56.04,93096.0,5.7,15.5
ON,Ontario,PS-UTIL,Utilities (public),Utilities,2013,54.69,100860.0,8.1,15.3
ON,Ontario,PS-UTIL,Utilities (public),Utilities,2014,56.86,97957.0,7.6,14.2
ON,Ontario,PS-UTIL,Utilities (public),Utilities,2015,55.56,99057.0,6.4,20.2
ON,Ontario,PS-UTIL,Utilities (public),Utilities,2016,56.25,107718.0,4.8,17.5
ON,Ontario,PS-UTIL,Utilities (public),Utilities,2017,56.09,113201.0,4.0,13.2
ON,Ontario,PS-UTIL,Utilities (public),Utilities,2018,56.83,104833.0,6.5,14.8
ON,Ontario,PS-UTIL,Utilities (public),Utilities,2019,56.58,103727.0,4.0,26.0
ON,Ontario,PS-UTIL,Utilities (public),Utilities,2020,55.76,113982.0,8.3,27.1
ON,Ontario,PS-UTIL,Utilities (public),Utilities,2021,56.4,121154.0,6.5,27.8
ON,Ontario,PS-UTIL,Utilities (public),Utilities,2022,57.37,124259.0,5.5,17.0
ON,Ontario,PS-UTIL,Utilities (public),Utilities,2023,57.2,117574.0,4.9,17.5
ON,Ontario,PS-TRANS,Transportation and warehousing (public),Transportation,2010,49.04,70844.0,5.7,14.3
ON,Ontario,PS-TRANS,Transportation and warehousing (public),Transportation,2011,49.42,72388.0,6.1,15.2
ON,Ontario,PS-TRANS,Transportation and warehousing (public),Transportation,2012,51.05,76270.0,3.8,14.2
ON,Ontario,PS-TRANS,Transportation and warehousing (public),Transportation,2013,50.46,74447.0,3.9,19.1
ON,Ontario,PS-TRANS,Transportation and warehousing (public),Transportation,2014,50.68,73990.0,5.4,13.1
ON,Ontario,PS-TRANS,Transportation and warehousing (public),Transportation,2015,52.52,75401.0,8.5,27.9
ON,Ontario,PS-TRANS,Transportation and warehousing (public),Transportation,2016,51.95,81960.0,3.9,17.2
ON,Ontario,PS-TRANS,Transportation and warehousing (public),Transportation,2017,51.66,82631.0,4.0,19.3
ON,Ontario,PS-TRANS,Transportation and warehousing (public),Transportation,2018,52.02,82607.0,7.1,17.7
ON,Ontario,PS-TRANS,Transportation and warehousing (public),Transportation,2019,54.81,93774.0,6.2,14.9
ON,Ontario,PS-TRANS,Transportation and warehousing (public),Transportation,2020,49.08,88950.0,4.3,21.8
ON,Ontario,PS-TRANS,Transportation and warehousing (public),Transportation,2021,55.85,92935.0,8.1,12.7
ON,Ontario,PS-TRANS,Transportation and warehousing (public),Transportation,2022,54.11,96023.0,4.8,19.2
ON,Ontario,PS-TRANS,Transportation and warehousing (public),Transportation,2023,56.11,92380.0,4.6,15.1
ON,Ontario,PS-DEF,Defence and security services,Public Administration,2010,29.52,85903.0,7.5,27.2
ON,Ontario,PS-DEF,Defence and security services,Public Administration,2011,30.36,86639.0,5.9,26.5
ON,Ontario,PS-DEF,Defence and security services,Public Administration,2012,30.39,92172.0,6.7,20.7
ON,Ontario,PS-DEF,Defence and security services,Public Administration,2013,30.16,92367.0,7.7,18.1
ON,Ontario,PS-DEF,Defence and security services,Public Administration,2014,31.33,87240.0,7.3,14.2
ON,Ontario,PS-DEF,Defence and security services,Public Administration,2015,30.57,101835.0,4.8,15.9
ON,Ontario,PS-DEF,Defence and security services,Public Administration,2016,31.11,91561.0,8.2,22.7
ON,Ontario,PS-DEF,Defence and security services,Public Administration,2017,30.99,97367.0,7.6,25.6
ON,Ontario,PS-DEF,Defence and security services,Public Administration,2018,31.71,100948.0,5.5,24.8
ON,Ontario,PS-DEF,Defence and security services,Public Administration,2019,31.19,101618.0,4.3,21.4
ON,Ontario,PS-DEF,Defence and security services,Public Administration,2020,31.42,108235.0,4.9,23.1
ON,Ontario,PS-DEF,Defence and security services,Public Administration,2021,32.04,111194.0,5.5,22.4
ON,Ontario,PS-DEF,Defence and security services,Public Administration,2022,32.59,115598.0,3.6,18.5
ON,Ontario,PS-DEF,Defence and security services,Public Administration,2023,32.25,111044.0,4.3,19.2
PE,Prince Edward Island,PS-FED,Federal government,Public Administration,2010,3.93,93214.0,7.1,17.0
PE,Prince Edward Island,PS-FED,Federal government,Public Administration,2011,4.04,91374.0,6.2,21.9
PE,Prince Edward Island,PS-FED,Federal government,Public Administration,2012,4.08,94689.0,4.0,24.2
PE,Prince Edward Island,PS-FED,Federal government,Public Administration,2013,4.02,95349.0,4.6,17.2
PE,Prince Edward Island,PS-FED,Federal government,Public Administration,2014,4.1,108371.0,6.9,26.5
PE,Prince Edward Island,PS-FED,Federal government,Public Administration,2015,4.08,105556.0,6.3,16.9
PE,Prince Edward Island,PS-FED,Federal government,Public Administration,2016,4.14,107513.0,7.1,23.6
PE,Prince Edward Island,PS-FED,Federal government,Public Administration,2017,4.15,108988.0,5.1,25.2
PE,Prince Edward Island,PS-FED,Federal government,Public Administration,2018,4.14,112111.0,7.3,16.3
PE,Prince Edward Island,PS-FED,Federal government,Public Administration,2019,4.1,109579.0,5.1,19.7
PE,Prince Edward Island,PS-FED,Federal government,Public Administration,2020,4.25,120010.0,7.9,18.2
PE,Prince Edward Island,PS-FED,Federal government,Public Administration,2021,4.19,119040.0,6.1,19.7
PE,Prince Edward Island,PS-FED,Federal government,Public Administration,2022,4.2,124330.0,7.2,22.0
PE,Prince Edward Island,PS-FED,Federal government,Public Administration,2023,4.22,126162.0,6.0,12.3
PE,Prince Edward Island,PS-PROV,Provincial and territorial government,Public Administration,2010,11.99,74622.0,7.0,24.7
PE,Prince Edward Island,PS-PROV,Provincial and territorial government,Public Administration,2011,12.09,78592.0,3.7,18.1
PE,Prince Edward Island,PS-PROV,Provincial and territorial government,Public Administration,2012,12.4,81705.0,3.7,23.0
PE,Prince Edward Island,PS-PROV,Provincial and territorial government,Public Administration,2013,12.47,84944.0,4.7,20.6
PE,Prince Edward Island,PS-PROV,Provincial and territorial government,Public Administration,2014,12.65,87940.0,6.4,12.1
PE,Prince Edward Island,PS-PROV,Provincial and territorial government,Public Administration,2015,12.66,91065.0,5.8,15.3
PE,Prince Edward Island,PS-PROV,Provincial and territorial government,Public Administration,2016,12.77,91583.0,7.8,18.3
PE,Prince Edward Island,PS-PROV,Provincial and territorial government,Public Administration,2017,12.85,86556.0,3.6,18.5
PE,Prince Edward Island,PS-PROV,Provincial and territorial government,Public Administration,2018,12.96,99072.0,8.3,23.3
PE,Prince Edward Island,PS-PROV,Provincial and territorial government,Public Administration,2019,12.61,96006.0,7.4,20.9
PE,Prince Edward Island,PS-PROV,Provincial and territorial government,Public Administration,2020,13.08,102424.0,6.8,26.4
PE,Prince Edward Island,PS-PROV,Provincial and territorial government,Public Administration,2021,13.73,102282.0,7.0,19.7
PE,Prince Edward Island,PS-PROV,Provincial and territorial government,Public Administration,2022,13.43,107276.0,4.0,14.1
PE,Prince Edward Island,PS-PROV,Provincial and territorial government,Public Administration,2023,13.5,103702.0,3.9,23.6
PE,Prince Edward Island,PS-LOCAL,Local government,Public Administration,2010,6.05,69668.0,4.9,20.3
PE,Prince Edward Island,PS-LOCAL,Local government,Public Administration,2011,6.12,70057.0,4.4,13.6
PE,Prince Edward Island,PS-LOCAL,Local government,Public Administration,2012,6.11,73105.0,4.0,21.8
PE,Prince Edward Island,PS-LOCAL,Local government,Public Administration,2013,6.36,73294.0,4.5,13.0
PE,Prince Edward Island,PS-LOCAL,Local government,Public Administration,2014,6.23,76291.0,7.0,17.7
PE,Prince Edward Island,PS-LOCAL,Local government,Public Administration,2015,6.48,79185.0,6.3,15.0
PE,Prince Edward Island,PS-LOCAL,Local government,Public Administration,2016,6.38,80592.0,8.4,23.0
PE,Prince Edward Island,PS-LOCAL,Local government,Public Administration,2017,6.6,80617.0,5.2,14.4
PE,Prince Edward Island,PS-LOCAL,Local government,Public Administration,2018,6.58,80422.0,6.5,14.8
PE,Prince Edward Island,PS-LOCAL,Local government,Public Administration,2019,6.72,84741.0,8.4,12.5
PE,Prince Edward Island,PS-LOCAL,Local government,Public Administration,2020,6.56,87572.0,3.8,14.7
PE,Prince Edward Island,PS-LOCAL,Local government,Public Administration,2021,6.89,98467.0,6.8,24.5
PE,Prince Edward Island,PS-LOCAL,Local government,Public Administration,2022,7.07,86401.0,6.0,23.5
PE,Prince Edward Island,PS-LOCAL,Local government,Public Administration,2023,6.99,88864.0,3.6,15.1
PE,Prince Edward Island,PS-HLTH,Health care and social assistance (public),Health & Social,2010,12.07,70188.0,4.2,15.0
PE,Prince Edward Island,PS-HLTH,Health care and social assistance (public),Health & Social,2011,12.37,76763.0,3.9,12.5
PE,Prince Edward Island,PS-HLTH,Health care and social assistance (public),Health & Social,2012,12.36,72631.0,4.9,27.3
PE,Prince Edward Island,PS-HLTH,Health care and social assistance (public),Health & Social,2013,12.88,78244.0,7.6,23.0
PE,Prince Edward Island,PS-HLTH,Health care and social assistance (public),Health & Social,2014,13.23,80675.0,7.6,24.7
PE,Prince Edward Island,PS-HLTH,Health care and social assistance (public),Health & Social,2015,13.59,79638.0,7.8,15.4
PE,Prince Edward Island,PS-HLTH,Health care and social assistance (public),Health & Social,2016,14.0,84341.0,7.8,16.6
PE,Prince Edward Island,PS-HLTH,Health care and social assistance (public),Health & Social,2017,14.52,85789.0,5.3,21.8
PE,Prince Edward Island,PS-HLTH,Health care and social assistance (public),Health & Social,2018,14.61,88736.0,4.3,26.6
PE,Prince Edward Island,PS-HLTH,Health care and social assistance (public),Health & Social,2019,14.82,95641.0,6.5,13.3
PE,Prince Edward Island,PS-HLTH,Health care and social assistance (public),Health & Social,2020,16.11,89392.0,6.4,25.0
PE,Prince Edward Island,PS-HLTH,Health care and social assistance (public),Health & Social,2021,16.76,89824.0,6.4,20.5
PE,Prince Edward Island,PS-HLTH,Health care and social assistance (public),Health & Social,2022,15.94,91054.0,7.1,28.0
PE,Prince Edward Island,PS-HLTH,Health care and social assistance (public),Health & Social,2023,16.89,98487.0,4.1,20.9
PE,Prince Edward Island,PS-EDU,Educational services (public),Education,2010,8.13,74227.0,6.6,20.3
PE,Prince Edward Island,PS-EDU,Educational services (public),Education,2011,8.19,76568.0,7.6,12.0
PE,Prince Edward Island,PS-EDU,Educational services (public),Education,2012,8.41,81656.0,7.4,25.7
PE,Prince Edward Island,PS-EDU,Educational services (public),Education,2013,8.32,84699.0,6.3,21.9
PE,Prince Edward Island,PS-EDU,Educational services (public),Education,2014,8.34,81074.0,6.3,12.9
PE,Prince Edward Island,PS-EDU,Educational services (public),Education,2015,8.87,83154.0,8.1,13.6
PE,Prince Edward Island,PS-EDU,Educational services (public),Education,2016,8.84,84469.0,5.9,25.4
PE,Prince Edward Island,PS-EDU,Educational services (public),Education,2017,8.96,89698.0,3.6,20.2
PE,Prince Edward Island,PS-EDU,Educational services (public),Education,2018,9.1,91466.0,4.1,21.1
PE,Prince Edward Island,PS-EDU,Educational services (public),Education,2019,9.03,90718.0,8.2,24.3
PE,Prince Edward Island,PS-EDU,Educational services (public),Education,2020,8.54,96627.0,7.7,14.9
PE,Prince Edward Island,PS-EDU,Educational services (public),Education,2021,9.82,97616.0,3.8,26.3
PE,Prince Edward Island,PS-EDU,Educational services (public),Education,2022,9.3,98475.0,5.1,19.8
PE,Prince Edward Island,PS-EDU,Educational services (public),Education,2023,9.87,108075.0,6.2,22.6
PE,Prince Edward Island,PS-UTIL,Utilities (public),Utilities,2010,1.02,86768.0,5.9,21.4
PE,Prince Edward Island,PS-UTIL,Utilities (public),Utilities,2011,1.0,88037.0,4.9,13.9
PE,Prince Edward Island,PS-UTIL,Utilities (public),Utilities,2012,1.0,88929.0,6.5,14.7
PE,Prince Edward Island,PS-UTIL,Utilities (public),Utilities,2013,1.04,95886.0,8.0,12.4
PE,Prince Edward Island,PS-UTIL,Utilities (public),Utilities,2014,1.01,96033.0,4.6,19.5
PE,Prince Edward Island,PS-UTIL,Utilities (public),Utilities,2015,0.98,101947.0,5.0,14.5
PE,Prince Edward Island,PS-UTIL,Utilities (public),Utilities,2016,1.04,99867.0,4.5,24.2
PE,Prince Edward Island,PS-UTIL,Utilities (public),Utilities,2017,1.03,103218.0,5.3,19.0
PE,Prince Edward Island,PS-UTIL,Utilities (public),Utilities,2018,1.04,107460.0,4.3,24.5
PE,Prince Edward Island,PS-UTIL,Utilities (public),Utilities,2019,1.02,115431.0,3.6,16.4
PE,Prince Edward Island,PS-UTIL,Utilities (public),Utilities,2020,1.04,110206.0,8.1,18.0
PE,Prince Edward Island,PS-UTIL,Utilities (public),Utilities,2021,1.04,116363.0,5.4,12.8
PE,Prince Edward Island,PS-UTIL,Utilities (public),Utilities,2022,1.0,119509.0,4.8,24.4
PE,Prince Edward Island,PS-UTIL,Utilities (public),Utilities,2023,1.05,122204.0,3.5,20.2
PE,Prince Edward Island,PS-TRANS,Transportation and warehousing (public),Transportation,2010,1.01,68862.0,6.6,15.7
